uai;nom_de_l_etablissement;nb_candidats_g;taux_de_reussite_g;taux_d_acces_6eme_3eme;nb_mentions_g;ips;ecart_type_de_l_ips
0070864B;COLLEGE PRIVE GABRIEL LONGUEVILLE;45;80.0;66.0;27;105.2;29.0
0070872K;COLLEGE DU VIVARAIS;63;86.0;90.0;45;100.7;28.0
0071156U;COLLEGE LES PERRIERES;152;82.0;91.0;88;84.9;34.1
0080016Z;COLLEGE MARIE-HELENE CARDOT;72;88.0;93.0;49;92.8;30.3
0080017A;COLLEGE LES AURAINS;58;74.0;80.0;35;91.0;28.5
0080896F;COLLEGE DU VAL DE MEUSE;90;73.0;99.0;56;98.9;29.6
0080909V;COLLEGE VALLIERE;72;65.0;93.0;37;94.1;29.1
0080910W;COLLEGE TURENNE;75;71.0;90.0;34;83.7;28.4
0080948M;COLLEGE GIVET;71;87.0;89.0;61;90.8;31.5
0090009L;COLLEGE FRANCOIS VERDIER;101;88.0;96.0;70;107.6;30.5
0100007D;COLLEGE JULIEN REGNIER;99;78.0;94.0;60;94.8;29.4
0100010G;COLLEGE EUGENE BELGRAND;65;92.0;98.0;57;93.9;28.2
0100028B;COLLEGE NICOLAS BOURBON;43;95.0;96.0;28;94.6;25.0
0100807Y;COLLEGE PIERRE BROSSOLETTE;88;68.0;92.0;48;82.4;30.2
0100902B;COLLEGE GASTON BACHELARD;91;87.0;95.0;64;89.6;28.6
0110015G;COLLEGE JEAN BAPTISTE BIEULES;57;89.0;84.0;40;92.3;30.9
0110021N;COLLEGE VICTOR HUGO;160;74.0;96.0;82;95.4;31.1
0110068P;COLLEGE GEORGES BRASSENS;136;83.0;92.0;84;88.6;30.0
0110674Y;COLLEGE GASTON BONHEUR;86;80.0;95.0;50;93.6;30.6
0110810W;COLLEGE DE GRAZAILLES;190;79.0;92.0;122;97.1;30.7
0111015U;COLLEGE MARCELIN ALBERT;161;90.0;95.0;122;101.6;28.5
0111034P;COLLEGE PRIVE L'AMANDIER;41;100.0;77.0;28;101.4;24.4
0111051H;COLLEGE ROSA PARKS;101;90.0;90.0;66;92.8;29.3
0120019F;COLLEGE CELESTIN SOUREZES;39;100.0;92.0;36;99.3;23.9
0120028R;COLLEGE DENYS PUECH;38;97.0;94.0;31;105.7;23.6
0120032V;COLLEGE ALBERT CAMUS;99;100.0;95.0;92;112.8;29.8
0121133S;COLLEGE JEAN MOULIN;79;87.0;90.0;49;106.8;30.1
0121176N;COLLEGE LOUIS DENAYROUZE;84;98.0;90.0;66;102.4;28.4
0121258C;COLLEGE PRIVE IMMACULEE CONCEPTION;48;98.0;89.0;44;106.6;23.2
0130032P;COLLEGE COLLINES DURANCE;128;83.0;91.0;82;114.1;31.5
0130166K;COLLEGE HAUTS DE L ARC (LES);114;91.0;93.0;87;113.5;38.0
0131261A;COLLEGE AUGUSTE RENOIR;90;83.0;93.0;52;71.2;19.6
0131264D;COLLEGE JOSEPHINE BAKER;105;69.0;89.0;39;75.4;19.5
0131266F;COLLEGE NATHALIE SARRAUTE;129;94.0;94.0;97;104.7;36.4
0371098T;COLLEGE BEAULIEU;115;89.0;91.0;82;104.0;34.1
0371158H;COLLEGE LA BRUYERE;61;92.0;79.0;40;88.7;29.6
0371329U;COLLEGE PRIVE SAINT DENIS;80;96.0;82.0;64;139.2;29.7
0371378X;COLLEGE LUCIE ET RAYMOND AUBRAC;112;96.0;92.0;96;116.3;33.8
0380045T;COLLEGE LES PIERRES PLANTES;161;86.0;91.0;107;101.1;29.2
0380046U;COLLEGE FRANCOIS AUGUSTE RAVIER;143;90.0;98.0;112;100.2;31.9
0380067S;COLLEGE CONDORCET;136;94.0;93.0;108;115.7;35.1
0381664C;COLLEGE PRIVE LA SALLE L'AIGLE GRENOBLE;240;100.0;86.0;226;133.7;27.8
0381667F;COLLEGE PRIVE NOTRE DAME DE SION;144;100.0;87.0;133;114.9;27.4
0381778B;COLLEGE BELLEDONNE;155;98.0;96.0;142;126.5;35.5
0381780D;COLLEGE OLYMPIQUE;110;83.0;79.0;72;74.3;23.3
0382035F;COLLEGE CHARLES MUNCH;123;84.0;85.0;83;97.5;43.7
0382100B;COLLEGE GRESIVAUDAN;177;94.0;92.0;151;142.1;31.9
0382104F;COLLEGE LOUIS ARAGON;113;74.0;90.0;59;84.6;28.1
0382111N;COLLEGE CHAMPOLLION;140;88.0;92.0;100;117.2;40.4
0382115T;COLLEGE CLAUDE ET GERMAIN GRANGE;157;92.0;96.0;118;104.5;36.0
0382426F;COLLEGE LOUIS MAUBERRET;110;85.0;92.0;81;101.5;36.5
0382428H;COLLEGE LE SAVOURET;138;93.0;97.0;112;100.1;35.3
0382431L;COLLEGE MARC SANGNIER;122;97.0;94.0;112;129.3;36.2
0382584C;COLLEGE PRIVE NOTRE DAME DES VICTOIRES;116;100.0;93.0;108;129.3;28.9
0382782T;COLLEGE LE CLOS JOUVIN;102;81.0;96.0;71;127.1;32.2
0382786X;COLLEGE FRANCOIS TRUFFAUT;90;80.0;89.0;55;89.5;28.1
0383345E;COLLEGE OLYMPE DE GOUGES;99;89.0;95.0;76;111.5;33.0
0383475W;COLLEGE PRIVE JEAN-PAUL II;121;100.0;95.0;113;116.7;26.8
0383494S;COLLEGE LES SAULES;103;75.0;92.0;64;98.0;34.6
0390071R;INSTITUTION SAINT OYEND COLLEGE SAINT OYEND;62;98.0;91.0;51;107.2;29.5
0390797E;COLLEGE DE L'ARC;123;81.0;88.0;81;104.5;36.5
0390798F;COLLEGE JULES GREVY;90;99.0;91.0;79;102.3;31.6
0390906Y;COLLEGE ROUGET DE LISLE;129;91.0;93.0;99;113.2;33.9
0390923S;COLLEGE LE ROCHAT;106;91.0;94.0;84;112.8;34.5
0390960G;COLLEGE PASTEUR;44;98.0;94.0;39;106.1;30.8
0400010U;COLLEGE JULES FERRY;30;80.0;78.0;21;90.7;28.4
0400023H;COLLEGE SERGE BARRANX;115;95.0;96.0;93;104.9;28.7
0400032T;COLLEGE ROSA PARKS;102;93.0;95.0;78;101.7;30.6
0400039A;COLLEGE JEAN-CLAUDE SESCOUSSE;111;93.0;89.0;86;107.7;31.1
0400072L;COLLEGE PRIVE ST JEAN BOSCO;31;100.0;67.0;31;108.3;26.5
0400091G;COLLEGE LANGEVIN-WALLON;112;92.0;99.0;84;110.3;31.0
0400093J;COLLEGE H  SCOGNAMIGLIO;62;84.0;89.0;43;92.1;26.2
0400096M;COLLEGE JEAN MOULIN;91;79.0;87.0;55;93.6;30.2
0400648M;COLLEGE VICTOR DURUY;135;76.0;87.0;79;89.9;31.9
0400727Y;COLLEGE JEAN MARIE LONNE;92;91.0;91.0;73;92.7;30.9
0400779E;COLLEGE JEAN ROSTAND;125;87.0;89.0;91;104.9;33.2
0400874H;COLLEGE F  TRUFFAUT;113;96.0;94.0;91;108.7;29.8
0401014K;COLLEGE GISELE HALIMI;143;86.0;92.0;105;116.2;33.2
0410790L;COLLEGE LES PROVINCES;183;99.0;89.0;173;113.8;34.6
0410860M;COLLEGE AUGUSTIN THIERRY;157;87.0;91.0;102;103.5;32.7
0420012K;COLLEGE LE PALAIS;190;86.0;94.0;131;108.1;33.4
0420024Y;COLLEGE GASTON BATY;93;91.0;98.0;72;109.3;34.5
0420035K;COLLEGE JEAN DE LA FONTAINE;114;94.0;90.0;96;92.6;32.7
0421016B;COLLEGE PRIVE SAINTE MARIE;45;80.0;84.0;19;92.7;23.8
0421038A;COLLEGE PRIVE LES CHARTREUX-SAINTE FAMILLE;69;99.0;68.0;63;120.4;30.2
0421063C;COLLEGE PRIVE SAINT JOSEPH;85;100.0;90.0;79;116.6;29.8
0421068H;COLLEGE LE BOIS DE LA RIVE;133;92.0;95.0;104;107.3;33.4
0421084A;COLLEGE LES ETINES;121;93.0;96.0;97;103.1;32.3
0421451Z;COLLEGE MARC SEGUIN;53;81.0;79.0;31;76.2;20.4
0421688G;COLLEGE JEAN ROSTAND;95;83.0;93.0;55;86.5;31.2
0421797A;COLLEGE PRIVE SAINT PAUL;113;99.0;80.0;106;112.8;30.6
0421803G;COLLEGE PRIVE LES MARISTES-ST ETIENNE;39;87.0;58.0;30;92.8;27.9
0430012E;COLLEGE ROBERT LOUIS STEVENSON;37;100.0;93.0;33;97.6;19.6
0430029Y;COLLEGE MARGUERITE THOMAS;40;92.0;91.0;29;92.5;28.2
0430069S;COLLEGE PRIVE LE SACRE COEUR;52;100.0;98.0;51;99.5;27.0
0430084H;COLLEGE PRIVE JEANNE D'ARC;103;96.0;93.0;83;110.3;29.2
0430906B;COLLEGE PRIVE NOTRE DAME DU CHATEAU;119;100.0;95.0;114;111.1;28.7
0440010X;COLLEGE PAUL LANGEVIN;231;87.0;91.0;143;108.6;35.1
0440016D;COLLEGE ANNE DE BRETAGNE;138;91.0;87.0;103;113.9;36.1
0440080Y;COLLEGE JEAN MONNET;120;95.0;95.0;103;126.9;34.7
0440147W;COLLEGE RENE GUY CADOU;164;94.0;92.0;137;100.8;35.1
0440196Z;COLLEGE PRIVE STE ANNE;76;100.0;100.0;71;104.0;24.5
0440228J;COLLEGE PRIVE LE SACRE COEUR;114;98.0;90.0;97;127.3;29.3
0440229K;COLLEGE PRIVE ST PAUL;182;98.0;92.0;174;127.2;27.0
0440238V;COLLEGE PRIVE ST ROCH;109;94.0;98.0;79;101.7;25.6
0440241Y;COLLEGE PRIVE ST JOSEPH;274;98.0;94.0;233;116.7;28.6
0440243A;COLLEGE PRIVE STE ANNE;67;93.0;98.0;54;105.5;27.0
0440244B;COLLEGE PRIVE ST BLAISE;281;98.0;93.0;241;131.2;28.3
0440286X;COLLEGE CLAUDE DEBUSSY;49;61.0;83.0;16;73.1;25.5
0440293E;COLLEGE ROBERT SCHUMAN;116;87.0;94.0;76;93.1;28.6
0440309X;COLLEGE ROSA PARKS;70;79.0;73.0;41;76.2;19.6
0440347N;COLLEGE SAINT EXUPERY;101;98.0;96.0;86;118.7;33.6
0440350S;COLLEGE ALBERT VINCON;119;87.0;86.0;75;108.7;35.5
0440423W;COLLEGE PRIVE ST JOSEPH;93;94.0;96.0;74;102.9;27.5
0440534S;COLLEGE SALVADOR ALLENDE;104;92.0;86.0;75;103.2;38.8
0441548U;COLLEGE RENE BERNIER;154;90.0;88.0;117;115.2;40.0
0441610L;COLLEGE GUTENBERG;83;77.0;86.0;50;100.6;39.7
0441654J;COLLEGE ISABELLE AUTISSIER;172;96.0;97.0;140;111.6;31.1
0441821R;COLLEGE JULES VERNE;80;90.0;80.0;60;131.5;37.2
0441933M;COLLEGE PRIVE EXTERNAT DES ENFANTS NANTAIS;188;100.0;88.0;183;134.4;27.9
0441936R;COLLEGE PRIVE LA PERVERIE SACRE COEUR;149;100.0;95.0;140;139.6;23.5
0441937S;COLLEGE PRIVE ST DONATIEN;98;99.0;82.0;93;129.7;29.4
0442029S;COLLEGE GERARD PHILIPE;199;96.0;93.0;178;129.7;33.3
0442368K;COLLEGE DU PAYS BLANC;96;92.0;92.0;72;107.9;30.6
0442782K;COLLEGE JULIE-VICTOIRE DAUBIE;82;96.0;95.0;61;109.9;32.4
0450007N;COLLEGE CHARLES DESVERGNES;93;83.0;96.0;59;98.1;31.1
0450034T;COLLEGE GUILLAUME DE LORRIS;109;85.0;92.0;71;97.8;29.2
0450047G;COLLEGE CHARLES RIVIERE;181;87.0;97.0;142;125.3;36.2
0450053N;COLLEGE DUNOIS;126;88.0;92.0;91;121.4;38.6
0450840U;COLLEGE PAUL ELUARD;131;69.0;88.0;60;80.1;28.9
0450937Z;COLLEGE ROBERT SCHUMAN;158;99.0;95.0;136;102.7;32.5
0451035F;COLLEGE LOUIS PASTEUR;108;92.0;90.0;79;101.8;32.6
0451443Z;COLLEGE DE LA FORET;177;84.0;94.0;106;113.2;31.8
0451665R;COLLEGE LUCIE AUBRAC;151;93.0;86.0;107;105.3;28.4
0451788Z;COLLEGE SIMONE VEIL;109;78.0;92.0;52;88.9;28.1
0460001B;COLLEGE GEORGES POMPIDOU;53;91.0;94.0;34;105.1;31.2
0460024B;COLLEGE D'ISTRIE;34;91.0;92.0;26;93.7;28.5
0460621A;COLLEGE PRIVE JEANNE D'ARC;80;88.0;82.0;60;114.8;26.9
0470011G;COLLEGE GASTON CARRERE;45;93.0;91.0;31;90.8;27.2
0470012H;COLLEGE JEAN ROSTAND;85;92.0;91.0;61;97.0;29.6
0470014K;COLLEGE JEAN BOUCHERON;41;85.0;90.0;29;96.8;28.8
0470031D;COLLEGE DAMIRA ASPERTI;112;95.0;92.0;90;104.7;26.9
0470105J;COLLEGE THEOPHILE DE VIAU;189;96.0;94.0;161;102.5;30.5
0470776N;COLLEGE HENRI DE NAVARRE;98;91.0;93.0;70;102.9;34.0
0470811B;COLLEGE PRIVE STE CATHERINE;127;93.0;84.0;98;112.9;26.7
0480038F;COLLEGE PRIVE SACRE COEUR;59;100.0;93.0;53;104.5;20.7
0490017C;COLLEGE PIERRE ET MARIE CURIE;73;85.0;87.0;50;91.1;33.4
0490032U;COLLEGE JEAN ZAY;154;98.0;92.0;138;116.0;34.3
0490856P;COLLEGE PRIVE ST BENOIT;135;98.0;98.0;109;110.7;29.0
0490863X;COLLEGE PRIVE ST JOSEPH;88;100.0;88.0;83;107.1;24.8
0490866A;COLLEGE PRIVE SAINTE EMERANCE;73;100.0;88.0;61;105.1;24.6
0490957Z;COLLEGE LA VENAISERIE;157;82.0;95.0;90;106.2;31.6
0490962E;COLLEGE GEORGES GIRONDE;126;89.0;93.0;92;93.6;31.7
0491026Z;COLLEGE REPUBLIQUE;101;93.0;92.0;80;107.9;35.8
0491826U;COLLEGE YOLANDE D ANJOU;51;80.0;78.0;34;95.3;34.4
0830178T;COLLEGE LA GUICHARDE;115;90.0;91.0;86;110.3;31.8
0491859E;COLLEGE TREMOLIERES;93;92.0;85.0;65;88.4;32.7
0500006K;COLLEGE LE HAGUE-DIKE;101;97.0;97.0;79;106.5;30.9
0500069D;COLLEGE GILLES DE GOUBERVILLE;62;87.0;93.0;39;99.9;29.0
0500072G;COLLEGE BARBEY D'AUREVILLY;40;90.0;87.0;30;95.1;26.1
0500122L;COLLEGE PRIVE NOTRE DAME;40;88.0;88.0;25;99.7;23.5
0500139E;COLLEGE PRIVE INSTITUTION NOTRE-DAME;89;100.0;90.0;75;104.6;26.1
0500152U;COLLEGE PRIVE DE L ABBAYE;62;89.0;81.0;44;100.2;20.3
0500155X;COLLEGE PRIVE SAINTE MARIE;79;100.0;81.0;70;108.3;27.6
0501216A;COLLEGE EMILE ZOLA;99;92.0;92.0;73;103.7;28.9
0501241C;COLLEGE GEORGES BRASSENS;61;90.0;94.0;42;96.8;28.1
0501458N;COLLEGE G  DESDEVISES DU DEZERT;64;91.0;92.0;47;93.5;25.0
0501482P;COLLEGE JULES FERRY;85;95.0;86.0;65;102.7;30.1
0501703E;COLLEGE PRIVE JEAN PAUL II;103;98.0;86.0;95;111.8;29.0
0510001Z;COLLEGE DU MAZELOT;74;84.0;97.0;47;97.2;28.1
0510002A;COLLEGE SAINT-EXUPERY;78;92.0;98.0;61;100.6;29.6
0511139L;COLLEGE PRIVE JEANNE D'ARC - LA SALLE;115;97.0;81.0;94;108.3;29.2
0511173Y;COLLEGE PRIVE NOTRE-DAME ST VICTOR;132;98.0;90.0;109;110.2;28.8
0511187N;COLLEGE PAULETTE BILLA;153;88.0;93.0;115;105.5;36.4
0511256N;COLLEGE LES INDES;80;81.0;94.0;49;87.0;27.4
0511258R;COLLEGE CLAUDE-NICOLAS LEDOUX;90;76.0;95.0;56;98.0;27.6
0511567B;COLLEGE DU GRAND MORIN;47;87.0;99.0;37;99.2;30.1
0520006Z;COLLEGE AMIRAL DENIS DECRES;50;90.0;95.0;37;95.2;31.4
0520018M;COLLEGE MARIE CALVES;36;94.0;93.0;28;91.9;28.0
0520025V;COLLEGE FRANCOISE DOLTO;73;86.0;92.0;55;91.1;27.4
0520051Y;COLLEGE LA NOUE;77;77.0;89.0;45;88.1;27.5
0520737U;COLLEGE LA ROCHOTTE;84;85.0;95.0;63;88.3;32.5
0520822L;COLLEGE CRESSOT;82;85.0;97.0;61;84.7;27.5
0520968V;COLLEGE PRIVE ESTIC;100;96.0;98.0;77;111.6;28.1
0530041G;COLLEGE EMMANUEL DE MARTONNE;93;89.0;89.0;60;95.4;35.8
0530051T;COLLEGE PRIVE STE THERESE;219;99.0;91.0;193;112.3;28.5
0530065H;COLLEGE PRIVE NOTRE DAME;70;99.0;90.0;62;98.6;26.2
0530583W;COLLEGE DES AVALOIRS;41;93.0;94.0;30;95.6;28.8
0530584X;COLLEGE ALFRED JARRY;51;94.0;96.0;38;83.6;22.4
0530790W;COLLEGE JACQUES MONOD;98;87.0;86.0;65;102.5;37.6
0530874M;COLLEGE PRIVE ST MICHEL;101;100.0;89.0;95;107.9;29.0
0530914F;COLLEGE FERNAND PUECH;61;97.0;90.0;50;109.7;34.8
0540001H;COLLEGE NA;77;94.0;93.0;58;91.4;32.7
0540012V;COLLEGE JACQUES GRUBER;100;99.0;95.0;79;104.0;29.3
0540017A;COLLEGE CHARLES-MAXIMILIEN DUVIVIER;68;99.0;95.0;61;114.5;27.2
0540022F;COLLEGE EUGENE FRANCOIS;69;91.0;92.0;46;102.0;29.9
0541325X;COLLEGE EMBANIE;102;95.0;98.0;87;111.4;33.6
0541327Z;COLLEGE JEAN LAMOUR;65;77.0;71.0;40;75.0;32.3
0541501N;COLLEGE NIKI DE SAINT PHALLE;68;74.0;76.0;37;93.9;35.3
0541565H;COLLEGE CROIX DE METZ;105;84.0;84.0;64;88.4;31.8
0541572R;COLLEGE SAINT EXUPERY;86;91.0;87.0;67;104.7;31.1
0541706L;COLLEGE RENE NICKLES;73;88.0;89.0;54;106.6;35.9
0541989U;COLLEGE PRIVE DES RECOLLETS;125;99.0;86.0;96;106.6;26.8
0541995A;COLLEGE PRIVE NOTRE DAME SAINT SIGISBERT;203;100.0;89.0;188;135.5;26.6
0550009L;COLLEGE JULES BASTIEN LEPAGE;42;90.0;88.0;23;84.1;25.1
0550018W;COLLEGE JEAN MOULIN;58;84.0;95.0;38;91.5;28.3
0550050F;COLLEGE PRIVE SAINT JEAN DE GLORIEUX;72;97.0;78.0;64;120.8;23.9
